method,seed,trial,cost,safety_margin,safe,violation_steps,best_safe_cost,cumulative_unsafe_trials,predicted_safety_lcb,Kp1,Ki1,Kp2,Ki2
manual,1,29,0.3533327242378745,0.6357856494096276,True,0,0.35028798826727836,0,,2.0,0.029999999999999995,2.0,0.029999999999999995
manual,1,30,0.3533327242378745,0.6357856494096276,True,0,0.35028798826727836,0,,2.0,0.029999999999999995,2.0,0.029999999999999995
random,1,1,0.3533327242378745,0.6357856494096276,True,0,0.3533327242378745,0,,2.0,0.029999999999999995,2.0,0.029999999999999995
random,1,2,0.3522182599179735,0.5040871934604907,True,0,0.3522182599179735,0,,2.326254037348541,0.029999999999999995,2.0,0.029999999999999995
random,1,3,0.3532166394972259,0.608537693006358,True,0,0.3522182599179735,0,,2.0,0.037289383635559184,2.0,0.029999999999999995
random,1,4,0.35028798826727836,0.6811989100817439,True,0,0.35028798826727836,0,,2.0,0.029999999999999995,2.326254037348541,0.029999999999999995
random,1,5,0.35124748566585556,0.6766575840145322,True,0,0.35028798826727836,0,,2.0,0.029999999999999995,2.0,0.037289383635559184
random,1,6,0.3208716166348468,0.4859218891916439,True,0,0.3208716166348468,0,,8.400305855764184,0.010191329554593868,5.739584516548971,1.2423025326500439
random,1,7,0.3361871514093041,0.8583106267029972,True,0,0.3208716166348468,0,,1.7821633428290424,0.09437141346286058,7.4396456641920325,0.008859724591859503
random,1,8,0.35472487042458895,-0.12715712988192518,False,28,0.3208716166348468,1,,9.879216225824498,0.006012754782559574,2.2044045250238975,0.012657826504258984
random,1,9,0.3304584157140644,0.6039963669391463,True,0,0.3208716166348468,1,,2.4875418462555765,0.017328252233741057,13.051177966092318,0.5004763039879757
random,1,10,0.33062727219368815,0.825611716817784,True,0,0.3208716166348468,1,,2.052958839829487,0.007014018654738449,12.460839422843907,0.7977928901104012
random,1,11,0.35796607741253417,1.039963669391462,True,0,0.3208716166348468,1,,5.159669876572838,0.013922986586570778,2.4701779016647625,0.005136986851726864
random,1,12,0.3566301875257632,-0.060413983547782935,False,91,0.3208716166348468,2,,0.9133509937939853,0.0067330697433988125,2.402786285300187,0.5495635411126817
random,1,13,0.34171624883006974,0.40694084795968033,True,0,0.3208716166348468,2,,0.8568798497157243,0.008857877889080957,5.095059693024899,0.13392429055792912
random,1,14,0.3466023090459756,0.9122013067482032,True,0,0.3208716166348468,2,,0.6732769271391182,0.017277808987501125,10.92866593600317,0.07474179530522491
random,1,15,0.3657918414302345,-0.13623978201634857,False,208,0.3208716166348468,3,,2.75174689069447,0.009262373948131685,0.6537024694872817,0.1666105000072318
random,1,16,0.3586415738001944,-0.02239490991921278,False,28,0.3208716166348468,4,,2.1950851716264723,0.00422164816974784,1.5077984578452428,0.1292294291492186
random,1,17,0.33026083775077214,-0.658492279745686,False,145,0.3208716166348468,5,,16.852358115144956,0.040040787462703925,3.1458182988914327,0.06956182893640593
random,1,18,0.34324287954363514,-1.3805631244323346,False,304,0.3208716166348468,6,,27.222644305768686,0.08507103752648285,28.740157205839882,0.005315688514642069
random,1,19,0.35391518223633245,0.22804167658633523,True,0,0.3208716166348468,6,,0.5986620617322753,0.056648120234298986,7.018015369119213,0.30339517288064527
random,1,20,0.3305251912563093,0.5676657584014533,True,0,0.3208716166348468,6,,3.089131595694961,0.07203776024140389,14.221306901508028,0.003535450823547579
random,1,21,0.36191716961068204,-0.36680782722939564,False,319,0.3208716166348468,7,,0.5414972498716719,0.18860875214894635,0.4348699321316441,0.4745990863319973
random,1,22,0.3429747327167187,-0.5177111716621252,False,114,0.3208716166348468,8,,28.26960896792501,0.010072589819126407,6.306812327736268,0.007895468389896812
random,1,23,0.36429231602463147,-1.1671207992733879,False,488,0.3208716166348468,9,,1.6508862539855655,0.36155918342869436,0.5775258655329699,0.23508605729373724
